CompilationTestHelper.CompilationTestHelper,1
CompilationTestHelper.newInstance,1
CompilationTestHelper.newInstance,1
CompilationTestHelper.newInstance,1
CompilationTestHelper.disableImplicitProcessing,3
CompilationTestHelper.buildArguments,1
CompilationTestHelper.fileManager,1
CompilationTestHelper.assertCompileSucceeds,1
CompilationTestHelper.assertCompileSucceeds,1
CompilationTestHelper.assertCompileSucceeds,1
CompilationTestHelper.assertCompileSucceedsWithMessages,1
CompilationTestHelper.assertCompileSucceedsWithMessages,1
CompilationTestHelper.assertCompileSucceedsIgnoringWarnings,1
CompilationTestHelper.assertCompileFailsWithMessages,1
CompilationTestHelper.assertCompileFailsWithMessages,1
CompilationTestHelper.assertCompileFailsWithMessages,1
CompilationTestHelper.compile,1
CompilationTestHelper.checkWellFormed,2
CompilationTestHelper.asJavacList,1
ErrorProneInMemoryFileManager.ErrorProneInMemoryFileManager,1
ErrorProneInMemoryFileManager.sources,1
ErrorProneInMemoryFileManager.source,2
ErrorProneInMemoryFileManager.forSourceLines,3
ErrorProneOptionsTest.nonErrorProneFlagsPlacedInRemainingArgs,1
ErrorProneOptionsTest.malformedOptionThrowsProperException,2
ErrorProneOptionsTest.handlesErrorProneFlags,1
ErrorProneOptionsTest.combineErrorProneFlagsWithNonErrorProneFlags,1
ErrorProneOptionsTest.lastCheckFlagWins,1
NullAnnotationProcessor.getSupportedSourceVersion,1
NullAnnotationProcessor.process,1
DescriptionListener.onDescribed,1
EndPosTableUtil.EndPosTableUtil,1
EndPosTableUtil.isEmpty,1
EndPosTableUtil.getMap,2
EndPosTableUtil.getFieldOrDie,2
EndPosTableUtil.getEntries,6
EndPosTableUtil.resetEndPosMap,2
ErrorProneJavaCompiler.ErrorProneJavaCompiler,1
ErrorProneJavaCompiler.ErrorProneJavaCompiler,1
ErrorProneJavaCompiler.ErrorProneJavaCompiler,1
ErrorProneJavaCompiler.ErrorProneJavaCompiler,1
ErrorProneJavaCompiler.getTask,2
ErrorProneJavaCompiler.getStandardFileManager,1
ErrorProneJavaCompiler.isSupportedOption,2
ErrorProneJavaCompiler.run,1
ErrorProneJavaCompiler.getSourceVersions,2
InvalidCommandLineOptionException.InvalidCommandLineOptionException,1
AbstractSuppressWarningsMatcher.processSuppressWarningsValues,1
AbstractSuppressWarningsMatcher.getSuggestedFix,8
ArrayEquals.matchMethodInvocation,3
ArrayHashCode.matchMethodInvocation,5
ArrayToString.matchMethodInvocation,4
ArrayToStringCompoundAssignment.matchCompoundAssignment,2
ArrayToStringConcatenation.matchBinary,3
ArraysAsListPrimitiveArray.matchMethodInvocation,3
CannotMockFinalClass.matchVariable,2
CannotMockFinalClass.matchMethodInvocation,2
CollectionIncompatibleType.argCastableToMethodReceiverTypeParam,1
CollectionIncompatibleType.matchMethodInvocation,2
DepAnn.matchMethod,1
DepAnn.matchClass,1
DepAnn.matchVariable,1
DepAnn.checkDeprecatedAnnotation,3
DivZero.matchBinary,1
DivZero.matchCompoundAssignment,1
DivZero.matchDivZero,5
ElementsCountedInLoop.matchWhileLoop,4
ElementsCountedInLoop.matchEnhancedForLoop,4
ElementsCountedInLoop.extractSingleStatement,3
ElementsCountedInLoop.getIncrementedIdentifer,18
ElementsCountedInLoop.isConstantOne,8
EmptyIfStatement.matchEmptyStatement,5
EqualsNaN.matchBinary,6
EqualsNaN.toString,2
EqualsNaN.matchNaN,7
FallThroughSuppression.matchAnnotation,2
FallThroughSuppression.processSuppressWarningsValues,1
GuiceOverridesGuiceInjectableMethod.matchMethod,5
GuiceOverridesGuiceInjectableMethod.isAnnotatedWith,2
GuiceOverridesJavaxInjectableMethod.matchMethod,6
GuiceOverridesJavaxInjectableMethod.findSuperMethod,3
GuiceOverridesJavaxInjectableMethod.isAnnotatedWith,2
InjectAssistedInjectAndInjectOnConstructors.matchAnnotation,5
InjectInvalidTargetingOnScopingAnnotation.matchClass,9
InjectInvalidTargetingOnScopingAnnotation.describe,3
InjectMoreThanOneInjectableConstructor.matchMethod,6
InjectMoreThanOneInjectableConstructor.describe,3
InjectMoreThanOneQualifier.matchAnnotation,4
InjectMoreThanOneQualifier.getSiblingAnnotations,1
InjectMoreThanOneScopeAnnotationOnClass.matchAnnotation,5
InjectScopeOrQualifierAnnotationRetention.matchClass,5
InjectScopeOrQualifierAnnotationRetention.describe,3
JUnit3TestNotRun.matchMethod,4
JUnit4SetUpNotRun.methodMatcher,1
JUnit4SetUpNotRun.correctAnnotation,1
JUnit4SetUpNotRun.annotationReplacements,1
JUnit4TearDownNotRun.methodMatcher,1
JUnit4TearDownNotRun.correctAnnotation,1
JUnit4TearDownNotRun.annotationReplacements,1
JUnit4TestNotRun.matchMethod,4
JUnitAmbiguousTestClass.matchClass,2
MalformedFormatString.getFormatterType,1
MalformedFormatString.matchMethodInvocation,11
MissingCasesInEnumSwitch.matchSwitch,4
MissingCasesInEnumSwitch.buildMessage,4
MissingCasesInEnumSwitch.collectEnumSwitchCases,2
MissingCasesInEnumSwitch.setDifference,1
